,Year,Month,Incident Zip,Sanitation_related,Neighborhood_related,House_related,Pollution_related,Other_related
631,2015,4,10026,901,901,901,901,901
632,2015,4,10027,1305,1305,1305,1305,1305
633,2015,4,10028,676,676,676,676,676
634,2015,4,10029,1418,1418,1418,1418,1418
635,2015,4,10030,656,656,656,656,656
636,2015,4,10031,1826,1826,1826,1826,1826
637,2015,4,10032,2019,2019,2019,2019,2019
638,2015,4,10033,1270,1270,1270,1270,1270
639,2015,4,10034,1224,1224,1224,1224,1224
640,2015,4,10035,692,692,692,692,692
641,2015,4,10036,1129,1129,1129,1129,1129
642,2015,4,10037,267,267,267,267,267
643,2015,4,10038,363,363,363,363,363
644,2015,4,10039,497,497,497,497,497
645,2015,4,10040,1547,1547,1547,1547,1547
646,2015,4,10041,3,3,3,3,3
647,2015,4,10044,19,19,19,19,19
648,2015,4,10048,9,9,9,9,9
649,2015,4,10065,482,482,482,482,482
650,2015,4,10069,20,20,20,20,20
651,2015,4,10075,310,310,310,310,310
652,2015,4,10103,1,1,1,1,1
653,2015,4,10107,1,1,1,1,1
654,2015,4,10112,3,3,3,3,3
655,2015,4,10119,4,4,4,4,4
656,2015,4,10123,1,1,1,1,1
657,2015,4,10128,812,812,812,812,812
658,2015,4,10129,1,1,1,1,1
659,2015,4,10162,10,10,10,10,10
660,2015,4,10167,1,1,1,1,1
661,2015,4,10169,1,1,1,1,1
662,2015,4,10280,70,70,70,70,70
663,2015,4,10281,22,22,22,22,22
664,2015,4,10282,19,19,19,19,19
665,2015,4,10301,1115,1115,1115,1115,1115
666,2015,4,10302,401,401,401,401,401
667,2015,4,10303,487,487,487,487,487
668,2015,4,10304,994,994,994,994,994
669,2015,4,10305,738,738,738,738,738
670,2015,4,10306,1124,1124,1124,1124,1124
671,2015,4,10307,234,234,234,234,234
672,2015,4,10308,499,499,499,499,499
673,2015,4,10309,558,558,558,558,558
674,2015,4,10310,475,475,475,475,475
675,2015,4,10312,1109,1109,1109,1109,1109
676,2015,4,10314,1418,1418,1418,1418,1418
677,2015,4,10451,1028,1028,1028,1028,1028
678,2015,4,10452,1798,1798,1798,1798,1798
679,2015,4,10453,1737,1737,1737,1737,1737
680,2015,4,10454,650,650,650,650,650
681,2015,4,10455,911,911,911,911,911
682,2015,4,10456,1517,1517,1517,1517,1517
683,2015,4,10457,1576,1576,1576,1576,1576
684,2015,4,10458,1946,1946,1946,1946,1946
685,2015,4,10459,928,928,928,928,928
686,2015,4,10460,1241,1241,1241,1241,1241
687,2015,4,10461,1039,1039,1039,1039,1039
688,2015,4,10462,1687,1687,1687,1687,1687
689,2015,4,10463,1328,1328,1328,1328,1328
690,2015,4,10464,239,239,239,239,239
691,2015,4,10465,826,826,826,826,826
692,2015,4,10466,1321,1321,1321,1321,1321
693,2015,4,10467,2436,2436,2436,2436,2436
694,2015,4,10468,1839,1839,1839,1839,1839
695,2015,4,10469,1206,1206,1206,1206,1206
696,2015,4,10470,602,602,602,602,602
697,2015,4,10471,351,351,351,351,351
698,2015,4,10472,1650,1650,1650,1650,1650
699,2015,4,10473,713,713,713,713,713
700,2015,4,10474,390,390,390,390,390
701,2015,4,10475,224,224,224,224,224
702,2015,4,10803,4,4,4,4,4
703,2015,4,11001,69,69,69,69,69
704,2015,4,11004,193,193,193,193,193
705,2015,4,11005,8,8,8,8,8
706,2015,4,11040,48,48,48,48,48
707,2015,4,11101,1251,1251,1251,1251,1251
708,2015,4,11102,552,552,552,552,552
709,2015,4,11103,788,788,788,788,788
710,2015,4,11104,514,514,514,514,514
711,2015,4,11105,715,715,715,715,715
712,2015,4,11106,749,749,749,749,749
713,2015,4,11109,23,23,23,23,23
714,2015,4,11201,1319,1319,1319,1319,1319
715,2015,4,11203,1570,1570,1570,1570,1570
716,2015,4,11204,1287,1287,1287,1287,1287
717,2015,4,11205,769,769,769,769,769
718,2015,4,11206,1531,1531,1531,1531,1531
719,2015,4,11207,2083,2083,2083,2083,2083
720,2015,4,11208,1894,1894,1894,1894,1894
721,2015,4,11209,1284,1284,1284,1284,1284
722,2015,4,11210,1151,1151,1151,1151,1151
723,2015,4,11211,1478,1478,1478,1478,1478
724,2015,4,11212,1556,1556,1556,1556,1556
725,2015,4,11213,1664,1664,1664,1664,1664
726,2015,4,11214,1412,1412,1412,1412,1412
727,2015,4,11215,1361,1361,1361,1361,1361
728,2015,4,11216,1985,1985,1985,1985,1985
729,2015,4,11217,966,966,966,966,966
730,2015,4,11218,1355,1355,1355,1355,1355
731,2015,4,11219,1336,1336,1336,1336,1336
732,2015,4,11220,1509,1509,1509,1509,1509
733,2015,4,11221,2018,2018,2018,2018,2018
734,2015,4,11222,925,925,925,925,925
735,2015,4,11223,1428,1428,1428,1428,1428
736,2015,4,11224,459,459,459,459,459
737,2015,4,11225,1579,1579,1579,1579,1579
738,2015,4,11226,2746,2746,2746,2746,2746
739,2015,4,11228,626,626,626,626,626
740,2015,4,11229,1309,1309,1309,1309,1309
741,2015,4,11230,1498,1498,1498,1498,1498
742,2015,4,11231,694,694,694,694,694
743,2015,4,11232,750,750,750,750,750
744,2015,4,11233,1674,1674,1674,1674,1674
745,2015,4,11234,1532,1532,1532,1532,1532
746,2015,4,11235,1451,1451,1451,1451,1451
747,2015,4,11236,1320,1320,1320,1320,1320
748,2015,4,11237,1385,1385,1385,1385,1385
749,2015,4,11238,1571,1571,1571,1571,1571
750,2015,4,11239,65,65,65,65,65
751,2015,4,11242,2,2,2,2,2
752,2015,4,11249,625,625,625,625,625
753,2015,4,11354,845,845,845,845,845
754,2015,4,11355,1158,1158,1158,1158,1158
755,2015,4,11356,442,442,442,442,442
756,2015,4,11357,798,798,798,798,798
757,2015,4,11358,720,720,720,720,720
758,2015,4,11360,183,183,183,183,183
759,2015,4,11361,563,563,563,563,563
760,2015,4,11362,313,313,313,313,313
761,2015,4,11363,192,192,192,192,192
762,2015,4,11364,511,511,511,511,511
763,2015,4,11365,520,520,520,520,520
764,2015,4,11366,659,659,659,659,659
765,2015,4,11367,530,530,530,530,530
766,2015,4,11368,1349,1349,1349,1349,1349
767,2015,4,11369,529,529,529,529,529
768,2015,4,11370,348,348,348,348,348
769,2015,4,11371,1,1,1,1,1
770,2015,4,11372,987,987,987,987,987
771,2015,4,11373,1314,1314,1314,1314,1314
772,2015,4,11374,868,868,868,868,868
773,2015,4,11375,987,987,987,987,987
774,2015,4,11377,1451,1451,1451,1451,1451
775,2015,4,11378,842,842,842,842,842
776,2015,4,11379,648,648,648,648,648
777,2015,4,11385,2026,2026,2026,2026,2026
778,2015,4,11411,349,349,349,349,349
779,2015,4,11412,660,660,660,660,660
780,2015,4,11413,665,665,665,665,665
781,2015,4,11414,466,466,466,466,466
782,2015,4,11415,500,500,500,500,500
783,2015,4,11416,439,439,439,439,439
784,2015,4,11417,600,600,600,600,600
785,2015,4,11418,839,839,839,839,839
786,2015,4,11419,964,964,964,964,964
787,2015,4,11420,929,929,929,929,929
788,2015,4,11421,890,890,890,890,890
789,2015,4,11422,495,495,495,495,495
790,2015,4,11423,548,548,548,548,548
791,2015,4,11426,305,305,305,305,305
792,2015,4,11427,425,425,425,425,425
793,2015,4,11428,415,415,415,415,415
794,2015,4,11429,390,390,390,390,390
795,2015,4,11430,64,64,64,64,64
796,2015,4,11432,1054,1054,1054,1054,1054
797,2015,4,11433,1031,1031,1031,1031,1031
798,2015,4,11434,1005,1005,1005,1005,1005
799,2015,4,11435,895,895,895,895,895
800,2015,4,11436,412,412,412,412,412
801,2015,4,11691,953,953,953,953,953
802,2015,4,11692,213,213,213,213,213
803,2015,4,11693,175,175,175,175,175
804,2015,4,11694,439,439,439,439,439
805,2015,4,11697,32,32,32,32,32
806,2015,4,83,3,3,3,3,3
807,2015,4,nan,43,43,43,43,43
808,2015,5,00083,3,3,3,3,3
809,2015,5,10000,16,16,16,16,16
810,2015,5,10001,709,709,709,709,709
811,2015,5,10002,1517,1517,1517,1517,1517
812,2015,5,10003,1530,1530,1530,1530,1530
813,2015,5,10004,156,156,156,156,156
814,2015,5,10005,146,146,146,146,146
815,2015,5,10006,101,101,101,101,101
816,2015,5,10007,276,276,276,276,276
817,2015,5,10009,1234,1234,1234,1234,1234
818,2015,5,10010,494,494,494,494,494
819,2015,5,10011,1278,1278,1278,1278,1278
820,2015,5,10012,683,683,683,683,683
821,2015,5,10013,890,890,890,890,890
822,2015,5,10014,1017,1017,1017,1017,1017
823,2015,5,10016,1112,1112,1112,1112,1112
824,2015,5,10017,417,417,417,417,417
825,2015,5,10018,365,365,365,365,365
826,2015,5,10019,1597,1597,1597,1597,1597
827,2015,5,10020,18,18,18,18,18
828,2015,5,10021,517,517,517,517,517
829,2015,5,10022,714,714,714,714,714
830,2015,5,10023,875,875,875,875,875
831,2015,5,10024,961,961,961,961,961
832,2015,5,10025,1415,1415,1415,1415,1415
833,2015,5,10026,1064,1064,1064,1064,1064
834,2015,5,10027,1344,1344,1344,1344,1344
835,2015,5,10028,828,828,828,828,828
836,2015,5,10029,1474,1474,1474,1474,1474
837,2015,5,10030,659,659,659,659,659
838,2015,5,10031,1716,1716,1716,1716,1716
839,2015,5,10032,1854,1854,1854,1854,1854
840,2015,5,10033,1247,1247,1247,1247,1247
841,2015,5,10034,1292,1292,1292,1292,1292
842,2015,5,10035,723,723,723,723,723
843,2015,5,10036,1099,1099,1099,1099,1099
844,2015,5,10037,327,327,327,327,327
845,2015,5,10038,395,395,395,395,395
846,2015,5,10039,592,592,592,592,592
847,2015,5,10040,1442,1442,1442,1442,1442
848,2015,5,10041,1,1,1,1,1
849,2015,5,10044,40,40,40,40,40
850,2015,5,10048,12,12,12,12,12
851,2015,5,10065,549,549,549,549,549
852,2015,5,10069,20,20,20,20,20
853,2015,5,10075,329,329,329,329,329
854,2015,5,10103,2,2,2,2,2
855,2015,5,10111,2,2,2,2,2
856,2015,5,10112,2,2,2,2,2
857,2015,5,10119,5,5,5,5,5
858,2015,5,10121,2,2,2,2,2
859,2015,5,10128,743,743,743,743,743
860,2015,5,10129,3,3,3,3,3
861,2015,5,10162,14,14,14,14,14
862,2015,5,10165,1,1,1,1,1
863,2015,5,10174,1,1,1,1,1
864,2015,5,10280,70,70,70,70,70
865,2015,5,10281,31,31,31,31,31
866,2015,5,10282,19,19,19,19,19
867,2015,5,10301,994,994,994,994,994
868,2015,5,10302,649,649,649,649,649
869,2015,5,10303,494,494,494,494,494
870,2015,5,10304,1088,1088,1088,1088,1088
871,2015,5,10305,813,813,813,813,813
872,2015,5,10306,1068,1068,1068,1068,1068
873,2015,5,10307,261,261,261,261,261
874,2015,5,10308,522,522,522,522,522
875,2015,5,10309,479,479,479,479,479
876,2015,5,10310,572,572,572,572,572
877,2015,5,10312,1027,1027,1027,1027,1027
878,2015,5,10314,1351,1351,1351,1351,1351
879,2015,5,10451,1075,1075,1075,1075,1075
880,2015,5,10452,1576,1576,1576,1576,1576
881,2015,5,10453,1637,1637,1637,1637,1637
882,2015,5,10454,621,621,621,621,621
883,2015,5,10455,816,816,816,816,816
884,2015,5,10456,1544,1544,1544,1544,1544
885,2015,5,10457,1737,1737,1737,1737,1737
886,2015,5,10458,1820,1820,1820,1820,1820
887,2015,5,10459,800,800,800,800,800
888,2015,5,10460,1416,1416,1416,1416,1416
889,2015,5,10461,1174,1174,1174,1174,1174
890,2015,5,10462,1407,1407,1407,1407,1407
891,2015,5,10463,1396,1396,1396,1396,1396
892,2015,5,10464,195,195,195,195,195
893,2015,5,10465,913,913,913,913,913
894,2015,5,10466,1415,1415,1415,1415,1415
895,2015,5,10467,2229,2229,2229,2229,2229
896,2015,5,10468,1796,1796,1796,1796,1796
897,2015,5,10469,1259,1259,1259,1259,1259
898,2015,5,10470,446,446,446,446,446
899,2015,5,10471,390,390,390,390,390
900,2015,5,10472,1427,1427,1427,1427,1427
901,2015,5,10473,722,722,722,722,722
902,2015,5,10474,369,369,369,369,369
903,2015,5,10475,230,230,230,230,230
904,2015,5,10803,1,1,1,1,1
905,2015,5,11001,76,76,76,76,76
906,2015,5,11004,208,208,208,208,208
907,2015,5,11005,3,3,3,3,3
908,2015,5,11040,48,48,48,48,48
909,2015,5,11101,1105,1105,1105,1105,1105
910,2015,5,11102,671,671,671,671,671
911,2015,5,11103,903,903,903,903,903
912,2015,5,11104,608,608,608,608,608
913,2015,5,11105,883,883,883,883,883
914,2015,5,11106,809,809,809,809,809
915,2015,5,11109,74,74,74,74,74
916,2015,5,11201,1373,1373,1373,1373,1373
917,2015,5,11203,1490,1490,1490,1490,1490
918,2015,5,11204,1240,1240,1240,1240,1240
919,2015,5,11205,900,900,900,900,900
920,2015,5,11206,1750,1750,1750,1750,1750
921,2015,5,11207,2229,2229,2229,2229,2229
922,2015,5,11208,2296,2296,2296,2296,2296
923,2015,5,11209,1315,1315,1315,1315,1315
924,2015,5,11210,1201,1201,1201,1201,1201
925,2015,5,11211,1814,1814,1814,1814,1814
926,2015,5,11212,1546,1546,1546,1546,1546
927,2015,5,11213,1674,1674,1674,1674,1674
928,2015,5,11214,1355,1355,1355,1355,1355
929,2015,5,11215,1429,1429,1429,1429,1429
930,2015,5,11216,1904,1904,1904,1904,1904
931,2015,5,11217,1151,1151,1151,1151,1151
932,2015,5,11218,1587,1587,1587,1587,1587
933,2015,5,11219,1292,1292,1292,1292,1292
934,2015,5,11220,1580,1580,1580,1580,1580
935,2015,5,11221,2220,2220,2220,2220,2220
936,2015,5,11222,994,994,994,994,994
937,2015,5,11223,1299,1299,1299,1299,1299
938,2015,5,11224,425,425,425,425,425
939,2015,5,11225,1539,1539,1539,1539,1539
940,2015,5,11226,2810,2810,2810,2810,2810
941,2015,5,11228,785,785,785,785,785
942,2015,5,11229,1404,1404,1404,1404,1404
943,2015,5,11230,1689,1689,1689,1689,1689
944,2015,5,11231,660,660,660,660,660
945,2015,5,11232,620,620,620,620,620
946,2015,5,11233,1753,1753,1753,1753,1753
947,2015,5,11234,1825,1825,1825,1825,1825
948,2015,5,11235,1668,1668,1668,1668,1668
949,2015,5,11236,1513,1513,1513,1513,1513
950,2015,5,11237,1535,1535,1535,1535,1535
951,2015,5,11238,1926,1926,1926,1926,1926
952,2015,5,11239,93,93,93,93,93
953,2015,5,11241,1,1,1,1,1
954,2015,5,11249,715,715,715,715,715
955,2015,5,11354,804,804,804,804,804
956,2015,5,11355,1110,1110,1110,1110,1110
957,2015,5,11356,527,527,527,527,527
958,2015,5,11357,676,676,676,676,676
959,2015,5,11358,820,820,820,820,820
960,2015,5,11359,1,1,1,1,1
961,2015,5,11360,194,194,194,194,194
962,2015,5,11361,496,496,496,496,496
963,2015,5,11362,278,278,278,278,278
964,2015,5,11363,179,179,179,179,179
965,2015,5,11364,466,466,466,466,466
966,2015,5,11365,676,676,676,676,676
967,2015,5,11366,323,323,323,323,323
968,2015,5,11367,544,544,544,544,544
969,2015,5,11368,1649,1649,1649,1649,1649
970,2015,5,11369,738,738,738,738,738
971,2015,5,11370,441,441,441,441,441
972,2015,5,11372,1038,1038,1038,1038,1038
973,2015,5,11373,1209,1209,1209,1209,1209
974,2015,5,11374,614,614,614,614,614
975,2015,5,11375,1058,1058,1058,1058,1058
976,2015,5,11377,1514,1514,1514,1514,1514
977,2015,5,11378,943,943,943,943,943
978,2015,5,11379,745,745,745,745,745
979,2015,5,11385,2225,2225,2225,2225,2225
980,2015,5,11411,372,372,372,372,372
981,2015,5,11412,651,651,651,651,651
982,2015,5,11413,676,676,676,676,676
983,2015,5,11414,470,470,470,470,470
984,2015,5,11415,424,424,424,424,424
985,2015,5,11416,648,648,648,648,648
986,2015,5,11417,661,661,661,661,661
987,2015,5,11418,853,853,853,853,853
988,2015,5,11419,1215,1215,1215,1215,1215
989,2015,5,11420,1123,1123,1123,1123,1123
990,2015,5,11421,794,794,794,794,794
991,2015,5,11422,497,497,497,497,497
992,2015,5,11423,588,588,588,588,588
993,2015,5,11426,315,315,315,315,315
994,2015,5,11427,357,357,357,357,357
995,2015,5,11428,430,430,430,430,430
996,2015,5,11429,469,469,469,469,469
997,2015,5,11430,59,59,59,59,59
998,2015,5,11432,1179,1179,1179,1179,1179
999,2015,5,11433,919,919,919,919,919
1000,2015,5,11434,1007,1007,1007,1007,1007
1001,2015,5,11435,981,981,981,981,981
1002,2015,5,11436,393,393,393,393,393
1003,2015,5,11691,1024,1024,1024,1024,1024
1004,2015,5,11692,210,210,210,210,210
1005,2015,5,11693,207,207,207,207,207
1006,2015,5,11694,419,419,419,419,419
1007,2015,5,11695,1,1,1,1,1
1008,2015,5,11697,37,37,37,37,37
1009,2015,5,83,18,18,18,18,18
1010,2015,5,nan,36,36,36,36,36
1011,2015,6,00083,10,10,10,10,10
1012,2015,6,10000,12,12,12,12,12
1013,2015,6,10001,781,781,781,781,781
1014,2015,6,10002,1686,1686,1686,1686,1686
1015,2015,6,10003,1298,1298,1298,1298,1298
1016,2015,6,10004,142,142,142,142,142
1017,2015,6,10005,122,122,122,122,122
1018,2015,6,10006,142,142,142,142,142
1019,2015,6,10007,323,323,323,323,323
1020,2015,6,10009,1143,1143,1143,1143,1143
1021,2015,6,10010,605,605,605,605,605
1022,2015,6,10011,983,983,983,983,983
1023,2015,6,10012,675,675,675,675,675
1024,2015,6,10013,766,766,766,766,766
1025,2015,6,10014,955,955,955,955,955
1026,2015,6,10016,1182,1182,1182,1182,1182
1027,2015,6,10017,452,452,452,452,452
1028,2015,6,10018,496,496,496,496,496
1029,2015,6,10019,1377,1377,1377,1377,1377
1030,2015,6,10020,17,17,17,17,17
1031,2015,6,10021,530,530,530,530,530
1032,2015,6,10022,659,659,659,659,659
1033,2015,6,10023,1075,1075,1075,1075,1075
1034,2015,6,10024,943,943,943,943,943
1035,2015,6,10025,1302,1302,1302,1302,1302
1036,2015,6,10026,1010,1010,1010,1010,1010
1037,2015,6,10027,1332,1332,1332,1332,1332
1038,2015,6,10028,630,630,630,630,630
1039,2015,6,10029,1367,1367,1367,1367,1367
1040,2015,6,10030,779,779,779,779,779
1041,2015,6,10031,2021,2021,2021,2021,2021
1042,2015,6,10032,1669,1669,1669,1669,1669
1043,2015,6,10033,1250,1250,1250,1250,1250
1044,2015,6,10034,1296,1296,1296,1296,1296
1045,2015,6,10035,941,941,941,941,941
1046,2015,6,10036,1036,1036,1036,1036,1036
1047,2015,6,10037,321,321,321,321,321
1048,2015,6,10038,413,413,413,413,413
1049,2015,6,10039,530,530,530,530,530
1050,2015,6,10040,1323,1323,1323,1323,1323
1051,2015,6,10041,1,1,1,1,1
1052,2015,6,10044,14,14,14,14,14
1053,2015,6,10048,10,10,10,10,10
1054,2015,6,10065,433,433,433,433,433
1055,2015,6,10069,43,43,43,43,43
1056,2015,6,10075,321,321,321,321,321
1057,2015,6,10107,1,1,1,1,1
1058,2015,6,10110,1,1,1,1,1
1059,2015,6,10111,3,3,3,3,3
1060,2015,6,10112,2,2,2,2,2
1061,2015,6,10119,9,9,9,9,9
1062,2015,6,10128,723,723,723,723,723
1063,2015,6,10129,2,2,2,2,2
1064,2015,6,10153,3,3,3,3,3
1065,2015,6,10162,4,4,4,4,4
1066,2015,6,10165,1,1,1,1,1
1067,2015,6,10279,2,2,2,2,2
1068,2015,6,10280,44,44,44,44,44
1069,2015,6,10281,23,23,23,23,23
1070,2015,6,10282,13,13,13,13,13
1071,2015,6,10301,1001,1001,1001,1001,1001
1072,2015,6,10302,421,421,421,421,421
1073,2015,6,10303,483,483,483,483,483
1074,2015,6,10304,942,942,942,942,942
1075,2015,6,10305,750,750,750,750,750
1076,2015,6,10306,1238,1238,1238,1238,1238
1077,2015,6,10307,301,301,301,301,301
1078,2015,6,10308,663,663,663,663,663
1079,2015,6,10309,594,594,594,594,594
1080,2015,6,10310,690,690,690,690,690
1081,2015,6,10312,1227,1227,1227,1227,1227
1082,2015,6,10314,1461,1461,1461,1461,1461
1083,2015,6,10451,1020,1020,1020,1020,1020
1084,2015,6,10452,1750,1750,1750,1750,1750
1085,2015,6,10453,1839,1839,1839,1839,1839
1086,2015,6,10454,586,586,586,586,586
1087,2015,6,10455,856,856,856,856,856
1088,2015,6,10456,1653,1653,1653,1653,1653
1089,2015,6,10457,1937,1937,1937,1937,1937
1090,2015,6,10458,1857,1857,1857,1857,1857
1091,2015,6,10459,1067,1067,1067,1067,1067
1092,2015,6,10460,1293,1293,1293,1293,1293
1093,2015,6,10461,1083,1083,1083,1083,1083
1094,2015,6,10462,1397,1397,1397,1397,1397
1095,2015,6,10463,1290,1290,1290,1290,1290
1096,2015,6,10464,174,174,174,174,174
1097,2015,6,10465,815,815,815,815,815
1098,2015,6,10466,1557,1557,1557,1557,1557
1099,2015,6,10467,2356,2356,2356,2356,2356
1100,2015,6,10468,1838,1838,1838,1838,1838
1101,2015,6,10469,1418,1418,1418,1418,1418
1102,2015,6,10470,362,362,362,362,362
1103,2015,6,10471,375,375,375,375,375
1104,2015,6,10472,1545,1545,1545,1545,1545
1105,2015,6,10473,922,922,922,922,922
1106,2015,6,10474,406,406,406,406,406
1107,2015,6,10475,256,256,256,256,256
1108,2015,6,10803,3,3,3,3,3
1109,2015,6,11001,77,77,77,77,77
1110,2015,6,11004,203,203,203,203,203
1111,2015,6,11005,3,3,3,3,3
1112,2015,6,11040,56,56,56,56,56
1113,2015,6,11101,1344,1344,1344,1344,1344
1114,2015,6,11102,690,690,690,690,690
1115,2015,6,11103,986,986,986,986,986
1116,2015,6,11104,636,636,636,636,636
1117,2015,6,11105,897,897,897,897,897
1118,2015,6,11106,718,718,718,718,718
1119,2015,6,11109,34,34,34,34,34
1120,2015,6,11201,1285,1285,1285,1285,1285
1121,2015,6,11203,1737,1737,1737,1737,1737
1122,2015,6,11204,1235,1235,1235,1235,1235
1123,2015,6,11205,1029,1029,1029,1029,1029
1124,2015,6,11206,1748,1748,1748,1748,1748
1125,2015,6,11207,2643,2643,2643,2643,2643
1126,2015,6,11208,2121,2121,2121,2121,2121
1127,2015,6,11209,1513,1513,1513,1513,1513
1128,2015,6,11210,1273,1273,1273,1273,1273
1129,2015,6,11211,1851,1851,1851,1851,1851
1130,2015,6,11212,1643,1643,1643,1643,1643
1131,2015,6,11213,1854,1854,1854,1854,1854
1132,2015,6,11214,1495,1495,1495,1495,1495
1133,2015,6,11215,1539,1539,1539,1539,1539
1134,2015,6,11216,1825,1825,1825,1825,1825
1135,2015,6,11217,1104,1104,1104,1104,1104
1136,2015,6,11218,1646,1646,1646,1646,1646
1137,2015,6,11219,1501,1501,1501,1501,1501
1138,2015,6,11220,1834,1834,1834,1834,1834
1139,2015,6,11221,2330,2330,2330,2330,2330
1140,2015,6,11222,1088,1088,1088,1088,1088
1141,2015,6,11223,1159,1159,1159,1159,1159
1142,2015,6,11224,622,622,622,622,622
1143,2015,6,11225,1537,1537,1537,1537,1537
1144,2015,6,11226,2772,2772,2772,2772,2772
1145,2015,6,11228,868,868,868,868,868
1146,2015,6,11229,1470,1470,1470,1470,1470
1147,2015,6,11230,1665,1665,1665,1665,1665
1148,2015,6,11231,977,977,977,977,977
1149,2015,6,11232,683,683,683,683,683
1150,2015,6,11233,1841,1841,1841,1841,1841
1151,2015,6,11234,1943,1943,1943,1943,1943
1152,2015,6,11235,1751,1751,1751,1751,1751
1153,2015,6,11236,1581,1581,1581,1581,1581
1154,2015,6,11237,1558,1558,1558,1558,1558
1155,2015,6,11238,1688,1688,1688,1688,1688
1156,2015,6,11239,83,83,83,83,83
1157,2015,6,11242,1,1,1,1,1
1158,2015,6,11249,723,723,723,723,723
1159,2015,6,11354,880,880,880,880,880
1160,2015,6,11355,1103,1103,1103,1103,1103
1161,2015,6,11356,556,556,556,556,556
1162,2015,6,11357,759,759,759,759,759
1163,2015,6,11358,760,760,760,760,760
1164,2015,6,11359,2,2,2,2,2
1165,2015,6,11360,246,246,246,246,246
1166,2015,6,11361,636,636,636,636,636
1167,2015,6,11362,334,334,334,334,334
1168,2015,6,11363,178,178,178,178,178
1169,2015,6,11364,455,455,455,455,455
1170,2015,6,11365,606,606,606,606,606
1171,2015,6,11366,349,349,349,349,349
1172,2015,6,11367,539,539,539,539,539
1173,2015,6,11368,1626,1626,1626,1626,1626
1174,2015,6,11369,739,739,739,739,739
1175,2015,6,11370,605,605,605,605,605
1176,2015,6,11371,1,1,1,1,1
1177,2015,6,11372,1031,1031,1031,1031,1031
1178,2015,6,11373,1246,1246,1246,1246,1246
1179,2015,6,11374,776,776,776,776,776
1180,2015,6,11375,1391,1391,1391,1391,1391
1181,2015,6,11377,1558,1558,1558,1558,1558
1182,2015,6,11378,867,867,867,867,867
1183,2015,6,11379,892,892,892,892,892
1184,2015,6,11385,2332,2332,2332,2332,2332
1185,2015,6,11411,468,468,468,468,468
1186,2015,6,11412,765,765,765,765,765
1187,2015,6,11413,788,788,788,788,788
1188,2015,6,11414,606,606,606,606,606
1189,2015,6,11415,453,453,453,453,453
1190,2015,6,11416,579,579,579,579,579
