,Year,Month,Incident Zip,Sanitation_related,Neighborhood_related,House_related,Pollution_related,Other_related
15602,2021,1,10468,3159,3159,3159,3159,3159
15603,2021,1,10469,1601,1601,1601,1601,1601
15604,2021,1,10470,567,567,567,567,567
15605,2021,1,10471,436,436,436,436,436
15606,2021,1,10472,2157,2157,2157,2157,2157
15607,2021,1,10473,1274,1274,1274,1274,1274
15608,2021,1,10474,473,473,473,473,473
15609,2021,1,10475,266,266,266,266,266
15610,2021,1,11001,63,63,63,63,63
15611,2021,1,11004,126,126,126,126,126
15612,2021,1,11005,1,1,1,1,1
15613,2021,1,11040,39,39,39,39,39
15614,2021,1,11101,1283,1283,1283,1283,1283
15615,2021,1,11102,1000,1000,1000,1000,1000
15616,2021,1,11103,961,961,961,961,961
15617,2021,1,11104,688,688,688,688,688
15618,2021,1,11105,992,992,992,992,992
15619,2021,1,11106,921,921,921,921,921
15620,2021,1,11109,22,22,22,22,22
15621,2021,1,11201,1419,1419,1419,1419,1419
15622,2021,1,11203,2065,2065,2065,2065,2065
15623,2021,1,11204,1598,1598,1598,1598,1598
15624,2021,1,11205,1227,1227,1227,1227,1227
15625,2021,1,11206,1850,1850,1850,1850,1850
15626,2021,1,11207,2771,2771,2771,2771,2771
15627,2021,1,11208,2416,2416,2416,2416,2416
15628,2021,1,11209,2097,2097,2097,2097,2097
15629,2021,1,11210,1727,1727,1727,1727,1727
15630,2021,1,11211,1703,1703,1703,1703,1703
15631,2021,1,11212,2172,2172,2172,2172,2172
15632,2021,1,11213,2476,2476,2476,2476,2476
15633,2021,1,11214,1815,1815,1815,1815,1815
15634,2021,1,11215,1972,1972,1972,1972,1972
15635,2021,1,11216,2201,2201,2201,2201,2201
15636,2021,1,11217,1290,1290,1290,1290,1290
15637,2021,1,11218,1980,1980,1980,1980,1980
15638,2021,1,11219,1465,1465,1465,1465,1465
15639,2021,1,11220,1840,1840,1840,1840,1840
15640,2021,1,11221,2629,2629,2629,2629,2629
15641,2021,1,11222,1353,1353,1353,1353,1353
15642,2021,1,11223,1509,1509,1509,1509,1509
15643,2021,1,11224,664,664,664,664,664
15644,2021,1,11225,2566,2566,2566,2566,2566
15645,2021,1,11226,4174,4174,4174,4174,4174
15646,2021,1,11228,998,998,998,998,998
15647,2021,1,11229,1673,1673,1673,1673,1673
15648,2021,1,11230,2144,2144,2144,2144,2144
15649,2021,1,11231,1019,1019,1019,1019,1019
15650,2021,1,11232,849,849,849,849,849
15651,2021,1,11233,2247,2247,2247,2247,2247
15652,2021,1,11234,2203,2203,2203,2203,2203
15653,2021,1,11235,1487,1487,1487,1487,1487
15654,2021,1,11236,1753,1753,1753,1753,1753
15655,2021,1,11237,1565,1565,1565,1565,1565
15656,2021,1,11238,1992,1992,1992,1992,1992
15657,2021,1,11239,223,223,223,223,223
15658,2021,1,11242,2,2,2,2,2
15659,2021,1,11249,637,637,637,637,637
15660,2021,1,11251,3,3,3,3,3
15661,2021,1,11354,865,865,865,865,865
15662,2021,1,11355,1356,1356,1356,1356,1356
15663,2021,1,11356,831,831,831,831,831
15664,2021,1,11357,944,944,944,944,944
15665,2021,1,11358,814,814,814,814,814
15666,2021,1,11359,1,1,1,1,1
15667,2021,1,11360,257,257,257,257,257
15668,2021,1,11361,654,654,654,654,654
15669,2021,1,11362,282,282,282,282,282
15670,2021,1,11363,165,165,165,165,165
15671,2021,1,11364,515,515,515,515,515
15672,2021,1,11365,892,892,892,892,892
15673,2021,1,11366,954,954,954,954,954
15674,2021,1,11367,713,713,713,713,713
15675,2021,1,11368,1985,1985,1985,1985,1985
15676,2021,1,11369,684,684,684,684,684
15677,2021,1,11370,467,467,467,467,467
15678,2021,1,11372,1227,1227,1227,1227,1227
15679,2021,1,11373,1530,1530,1530,1530,1530
15680,2021,1,11374,1285,1285,1285,1285,1285
15681,2021,1,11375,1237,1237,1237,1237,1237
15682,2021,1,11377,1826,1826,1826,1826,1826
15683,2021,1,11378,1274,1274,1274,1274,1274
15684,2021,1,11379,1033,1033,1033,1033,1033
15685,2021,1,11385,3622,3622,3622,3622,3622
15686,2021,1,11411,331,331,331,331,331
15687,2021,1,11412,820,820,820,820,820
15688,2021,1,11413,820,820,820,820,820
15689,2021,1,11414,636,636,636,636,636
15690,2021,1,11415,414,414,414,414,414
15691,2021,1,11416,700,700,700,700,700
15692,2021,1,11417,855,855,855,855,855
15693,2021,1,11418,881,881,881,881,881
15694,2021,1,11419,1464,1464,1464,1464,1464
15695,2021,1,11420,1202,1202,1202,1202,1202
15696,2021,1,11421,1230,1230,1230,1230,1230
15697,2021,1,11422,507,507,507,507,507
15698,2021,1,11423,637,637,637,637,637
15699,2021,1,11426,264,264,264,264,264
15700,2021,1,11427,440,440,440,440,440
15701,2021,1,11428,343,343,343,343,343
15702,2021,1,11429,494,494,494,494,494
15703,2021,1,11430,58,58,58,58,58
15704,2021,1,11432,1292,1292,1292,1292,1292
15705,2021,1,11433,1019,1019,1019,1019,1019
15706,2021,1,11434,1479,1479,1479,1479,1479
15707,2021,1,11435,1101,1101,1101,1101,1101
15708,2021,1,11436,540,540,540,540,540
15709,2021,1,11691,1465,1465,1465,1465,1465
15710,2021,1,11692,566,566,566,566,566
15711,2021,1,11693,381,381,381,381,381
15712,2021,1,11694,616,616,616,616,616
15713,2021,1,11695,2,2,2,2,2
15714,2021,1,11697,13,13,13,13,13
15715,2021,1,83,2,2,2,2,2
15716,2021,1,nan,6,6,6,6,6
15717,2021,2,10000,3,3,3,3,3
15718,2021,2,10001,791,791,791,791,791
15719,2021,2,10002,1314,1314,1314,1314,1314
15720,2021,2,10003,1205,1205,1205,1205,1205
15721,2021,2,10004,120,120,120,120,120
15722,2021,2,10005,82,82,82,82,82
15723,2021,2,10006,61,61,61,61,61
15724,2021,2,10007,165,165,165,165,165
15725,2021,2,10009,1151,1151,1151,1151,1151
15726,2021,2,10010,619,619,619,619,619
15727,2021,2,10011,1568,1568,1568,1568,1568
15728,2021,2,10012,642,642,642,642,642
15729,2021,2,10013,652,652,652,652,652
15730,2021,2,10014,872,872,872,872,872
15731,2021,2,10016,1115,1115,1115,1115,1115
15732,2021,2,10017,299,299,299,299,299
15733,2021,2,10018,228,228,228,228,228
15734,2021,2,10019,863,863,863,863,863
15735,2021,2,10020,10,10,10,10,10
15736,2021,2,10021,408,408,408,408,408
15737,2021,2,10022,499,499,499,499,499
15738,2021,2,10023,788,788,788,788,788
15739,2021,2,10024,975,975,975,975,975
15740,2021,2,10025,1669,1669,1669,1669,1669
15741,2021,2,10026,1074,1074,1074,1074,1074
15742,2021,2,10027,1500,1500,1500,1500,1500
15743,2021,2,10028,625,625,625,625,625
15744,2021,2,10029,1167,1167,1167,1167,1167
15745,2021,2,10030,900,900,900,900,900
15746,2021,2,10031,2064,2064,2064,2064,2064
15747,2021,2,10032,1972,1972,1972,1972,1972
15748,2021,2,10033,1650,1650,1650,1650,1650
15749,2021,2,10034,1698,1698,1698,1698,1698
15750,2021,2,10035,874,874,874,874,874
15751,2021,2,10036,689,689,689,689,689
15752,2021,2,10037,521,521,521,521,521
15753,2021,2,10038,311,311,311,311,311
15754,2021,2,10039,764,764,764,764,764
15755,2021,2,10040,1470,1470,1470,1470,1470
15756,2021,2,10041,8,8,8,8,8
15757,2021,2,10044,43,43,43,43,43
15758,2021,2,10065,340,340,340,340,340
15759,2021,2,10069,23,23,23,23,23
15760,2021,2,10075,312,312,312,312,312
15761,2021,2,10103,8,8,8,8,8
15762,2021,2,10106,2,2,2,2,2
15763,2021,2,10110,2,2,2,2,2
15764,2021,2,10111,3,3,3,3,3
15765,2021,2,10112,2,2,2,2,2
15766,2021,2,10115,1,1,1,1,1
15767,2021,2,10118,3,3,3,3,3
15768,2021,2,10119,1,1,1,1,1
15769,2021,2,10120,7,7,7,7,7
15770,2021,2,10121,6,6,6,6,6
15771,2021,2,10122,1,1,1,1,1
15772,2021,2,10123,1,1,1,1,1
15773,2021,2,10128,673,673,673,673,673
15774,2021,2,10153,7,7,7,7,7
15775,2021,2,10154,2,2,2,2,2
15776,2021,2,10162,11,11,11,11,11
15777,2021,2,10167,1,1,1,1,1
15778,2021,2,10168,3,3,3,3,3
15779,2021,2,10170,1,1,1,1,1
15780,2021,2,10171,1,1,1,1,1
15781,2021,2,10173,1,1,1,1,1
15782,2021,2,10271,4,4,4,4,4
15783,2021,2,10278,2,2,2,2,2
15784,2021,2,10280,34,34,34,34,34
15785,2021,2,10281,1,1,1,1,1
15786,2021,2,10282,28,28,28,28,28
15787,2021,2,10301,1047,1047,1047,1047,1047
15788,2021,2,10302,406,406,406,406,406
15789,2021,2,10303,469,469,469,469,469
15790,2021,2,10304,1126,1126,1126,1126,1126
15791,2021,2,10305,739,739,739,739,739
15792,2021,2,10306,1024,1024,1024,1024,1024
15793,2021,2,10307,209,209,209,209,209
15794,2021,2,10308,550,550,550,550,550
15795,2021,2,10309,726,726,726,726,726
15796,2021,2,10310,515,515,515,515,515
15797,2021,2,10312,1312,1312,1312,1312,1312
15798,2021,2,10314,1465,1465,1465,1465,1465
15799,2021,2,10451,1213,1213,1213,1213,1213
15800,2021,2,10452,2519,2519,2519,2519,2519
15801,2021,2,10453,2017,2017,2017,2017,2017
15802,2021,2,10454,831,831,831,831,831
15803,2021,2,10455,1102,1102,1102,1102,1102
15804,2021,2,10456,2341,2341,2341,2341,2341
15805,2021,2,10457,4554,4554,4554,4554,4554
15806,2021,2,10458,2796,2796,2796,2796,2796
15807,2021,2,10459,1399,1399,1399,1399,1399
15808,2021,2,10460,1956,1956,1956,1956,1956
15809,2021,2,10461,1469,1469,1469,1469,1469
15810,2021,2,10462,2261,2261,2261,2261,2261
15811,2021,2,10463,1926,1926,1926,1926,1926
15812,2021,2,10464,149,149,149,149,149
15813,2021,2,10465,820,820,820,820,820
15814,2021,2,10466,1617,1617,1617,1617,1617
15815,2021,2,10467,3279,3279,3279,3279,3279
15816,2021,2,10468,3079,3079,3079,3079,3079
15817,2021,2,10469,1206,1206,1206,1206,1206
15818,2021,2,10470,479,479,479,479,479
15819,2021,2,10471,363,363,363,363,363
15820,2021,2,10472,2153,2153,2153,2153,2153
15821,2021,2,10473,1027,1027,1027,1027,1027
15822,2021,2,10474,408,408,408,408,408
15823,2021,2,10475,271,271,271,271,271
15824,2021,2,11001,63,63,63,63,63
15825,2021,2,11004,130,130,130,130,130
15826,2021,2,11005,1,1,1,1,1
15827,2021,2,11040,41,41,41,41,41
15828,2021,2,11101,1227,1227,1227,1227,1227
15829,2021,2,11102,874,874,874,874,874
15830,2021,2,11103,929,929,929,929,929
15831,2021,2,11104,608,608,608,608,608
15832,2021,2,11105,998,998,998,998,998
15833,2021,2,11106,909,909,909,909,909
15834,2021,2,11109,32,32,32,32,32
15835,2021,2,11201,1144,1144,1144,1144,1144
15836,2021,2,11203,1708,1708,1708,1708,1708
15837,2021,2,11204,1604,1604,1604,1604,1604
15838,2021,2,11205,1137,1137,1137,1137,1137
15839,2021,2,11206,1617,1617,1617,1617,1617
15840,2021,2,11207,2347,2347,2347,2347,2347
15841,2021,2,11208,2099,2099,2099,2099,2099
15842,2021,2,11209,1791,1791,1791,1791,1791
15843,2021,2,11210,1443,1443,1443,1443,1443
15844,2021,2,11211,1686,1686,1686,1686,1686
15845,2021,2,11212,1867,1867,1867,1867,1867
15846,2021,2,11213,2120,2120,2120,2120,2120
15847,2021,2,11214,1580,1580,1580,1580,1580
15848,2021,2,11215,1631,1631,1631,1631,1631
15849,2021,2,11216,1813,1813,1813,1813,1813
15850,2021,2,11217,1053,1053,1053,1053,1053
15851,2021,2,11218,1600,1600,1600,1600,1600
15852,2021,2,11219,1161,1161,1161,1161,1161
15853,2021,2,11220,1789,1789,1789,1789,1789
15854,2021,2,11221,2205,2205,2205,2205,2205
15855,2021,2,11222,1313,1313,1313,1313,1313
15856,2021,2,11223,1425,1425,1425,1425,1425
15857,2021,2,11224,525,525,525,525,525
15858,2021,2,11225,2030,2030,2030,2030,2030
15859,2021,2,11226,3622,3622,3622,3622,3622
15860,2021,2,11228,873,873,873,873,873
15861,2021,2,11229,1283,1283,1283,1283,1283
15862,2021,2,11230,1931,1931,1931,1931,1931
15863,2021,2,11231,893,893,893,893,893
15864,2021,2,11232,785,785,785,785,785
15865,2021,2,11233,1790,1790,1790,1790,1790
15866,2021,2,11234,1668,1668,1668,1668,1668
15867,2021,2,11235,1592,1592,1592,1592,1592
15868,2021,2,11236,1533,1533,1533,1533,1533
15869,2021,2,11237,1313,1313,1313,1313,1313
15870,2021,2,11238,1831,1831,1831,1831,1831
15871,2021,2,11239,302,302,302,302,302
15872,2021,2,11249,593,593,593,593,593
15873,2021,2,11251,1,1,1,1,1
15874,2021,2,11354,770,770,770,770,770
15875,2021,2,11355,1149,1149,1149,1149,1149
15876,2021,2,11356,612,612,612,612,612
15877,2021,2,11357,745,745,745,745,745
15878,2021,2,11358,756,756,756,756,756
15879,2021,2,11359,1,1,1,1,1
15880,2021,2,11360,239,239,239,239,239
15881,2021,2,11361,549,549,549,549,549
15882,2021,2,11362,198,198,198,198,198
15883,2021,2,11363,160,160,160,160,160
15884,2021,2,11364,430,430,430,430,430
15885,2021,2,11365,685,685,685,685,685
15886,2021,2,11366,542,542,542,542,542
15887,2021,2,11367,666,666,666,666,666
15888,2021,2,11368,1478,1478,1478,1478,1478
15889,2021,2,11369,649,649,649,649,649
15890,2021,2,11370,438,438,438,438,438
15891,2021,2,11372,1044,1044,1044,1044,1044
15892,2021,2,11373,1445,1445,1445,1445,1445
15893,2021,2,11374,1202,1202,1202,1202,1202
15894,2021,2,11375,1116,1116,1116,1116,1116
15895,2021,2,11377,1678,1678,1678,1678,1678
15896,2021,2,11378,1048,1048,1048,1048,1048
15897,2021,2,11379,881,881,881,881,881
15898,2021,2,11385,2983,2983,2983,2983,2983
15899,2021,2,11411,314,314,314,314,314
15900,2021,2,11412,548,548,548,548,548
15901,2021,2,11413,665,665,665,665,665
15902,2021,2,11414,464,464,464,464,464
15903,2021,2,11415,378,378,378,378,378
15904,2021,2,11416,688,688,688,688,688
15905,2021,2,11417,748,748,748,748,748
15906,2021,2,11418,916,916,916,916,916
15907,2021,2,11419,1163,1163,1163,1163,1163
15908,2021,2,11420,1033,1033,1033,1033,1033
15909,2021,2,11421,927,927,927,927,927
15910,2021,2,11422,416,416,416,416,416
15911,2021,2,11423,551,551,551,551,551
15912,2021,2,11426,270,270,270,270,270
15913,2021,2,11427,310,310,310,310,310
15914,2021,2,11428,312,312,312,312,312
15915,2021,2,11429,341,341,341,341,341
15916,2021,2,11430,61,61,61,61,61
15917,2021,2,11432,1257,1257,1257,1257,1257
15918,2021,2,11433,996,996,996,996,996
15919,2021,2,11434,1098,1098,1098,1098,1098
15920,2021,2,11435,957,957,957,957,957
15921,2021,2,11436,406,406,406,406,406
15922,2021,2,11691,1166,1166,1166,1166,1166
15923,2021,2,11692,394,394,394,394,394
15924,2021,2,11693,265,265,265,265,265
15925,2021,2,11694,369,369,369,369,369
15926,2021,2,11695,1,1,1,1,1
15927,2021,2,11697,8,8,8,8,8
15928,2021,2,nan,7,7,7,7,7
15929,2021,3,10000,14,14,14,14,14
15930,2021,3,10001,1258,1258,1258,1258,1258
15931,2021,3,10002,1715,1715,1715,1715,1715
15932,2021,3,10003,1606,1606,1606,1606,1606
15933,2021,3,10004,191,191,191,191,191
15934,2021,3,10005,127,127,127,127,127
15935,2021,3,10006,63,63,63,63,63
15936,2021,3,10007,227,227,227,227,227
15937,2021,3,10009,1541,1541,1541,1541,1541
15938,2021,3,10010,960,960,960,960,960
15939,2021,3,10011,2669,2669,2669,2669,2669
15940,2021,3,10012,778,778,778,778,778
15941,2021,3,10013,786,786,786,786,786
15942,2021,3,10014,1130,1130,1130,1130,1130
15943,2021,3,10016,1745,1745,1745,1745,1745
15944,2021,3,10017,329,329,329,329,329
15945,2021,3,10018,363,363,363,363,363
15946,2021,3,10019,1023,1023,1023,1023,1023
15947,2021,3,10020,15,15,15,15,15
15948,2021,3,10021,520,520,520,520,520
15949,2021,3,10022,770,770,770,770,770
15950,2021,3,10023,1171,1171,1171,1171,1171
15951,2021,3,10024,1356,1356,1356,1356,1356
15952,2021,3,10025,1953,1953,1953,1953,1953
15953,2021,3,10026,1563,1563,1563,1563,1563
15954,2021,3,10027,2387,2387,2387,2387,2387
15955,2021,3,10028,961,961,961,961,961
15956,2021,3,10029,1444,1444,1444,1444,1444
15957,2021,3,10030,1085,1085,1085,1085,1085
15958,2021,3,10031,2439,2439,2439,2439,2439
15959,2021,3,10032,2264,2264,2264,2264,2264
15960,2021,3,10033,1930,1930,1930,1930,1930
15961,2021,3,10034,2437,2437,2437,2437,2437
15962,2021,3,10035,944,944,944,944,944
15963,2021,3,10036,795,795,795,795,795
15964,2021,3,10037,807,807,807,807,807
15965,2021,3,10038,404,404,404,404,404
15966,2021,3,10039,950,950,950,950,950
15967,2021,3,10040,1675,1675,1675,1675,1675
15968,2021,3,10044,20,20,20,20,20
15969,2021,3,10065,485,485,485,485,485
15970,2021,3,10069,32,32,32,32,32
15971,2021,3,10075,328,328,328,328,328
15972,2021,3,10103,2,2,2,2,2
15973,2021,3,10105,2,2,2,2,2
15974,2021,3,10106,2,2,2,2,2
15975,2021,3,10110,1,1,1,1,1
15976,2021,3,10111,2,2,2,2,2
15977,2021,3,10112,2,2,2,2,2
15978,2021,3,10115,1,1,1,1,1
15979,2021,3,10118,4,4,4,4,4
15980,2021,3,10120,4,4,4,4,4
15981,2021,3,10121,9,9,9,9,9
15982,2021,3,10123,1,1,1,1,1
15983,2021,3,10128,866,866,866,866,866
15984,2021,3,10151,2,2,2,2,2
15985,2021,3,10153,5,5,5,5,5
15986,2021,3,10158,1,1,1,1,1
15987,2021,3,10162,8,8,8,8,8
15988,2021,3,10165,1,1,1,1,1
15989,2021,3,10167,1,1,1,1,1
15990,2021,3,10169,1,1,1,1,1
15991,2021,3,10170,2,2,2,2,2
15992,2021,3,10172,1,1,1,1,1
15993,2021,3,10177,1,1,1,1,1
15994,2021,3,10278,10,10,10,10,10
15995,2021,3,10279,1,1,1,1,1
15996,2021,3,10280,14,14,14,14,14
15997,2021,3,10281,3,3,3,3,3
15998,2021,3,10282,27,27,27,27,27
15999,2021,3,10301,1280,1280,1280,1280,1280
16000,2021,3,10302,552,552,552,552,552
16001,2021,3,10303,607,607,607,607,607
16002,2021,3,10304,1336,1336,1336,1336,1336
16003,2021,3,10305,983,983,983,983,983
16004,2021,3,10306,1625,1625,1625,1625,1625
16005,2021,3,10307,447,447,447,447,447
16006,2021,3,10308,790,790,790,790,790
16007,2021,3,10309,1144,1144,1144,1144,1144
16008,2021,3,10310,792,792,792,792,792
16009,2021,3,10312,1947,1947,1947,1947,1947
16010,2021,3,10314,2160,2160,2160,2160,2160
16011,2021,3,10451,1629,1629,1629,1629,1629
16012,2021,3,10452,2709,2709,2709,2709,2709
16013,2021,3,10453,2322,2322,2322,2322,2322
16014,2021,3,10454,893,893,893,893,893
16015,2021,3,10455,1099,1099,1099,1099,1099
16016,2021,3,10456,2408,2408,2408,2408,2408
16017,2021,3,10457,4379,4379,4379,4379,4379
16018,2021,3,10458,2855,2855,2855,2855,2855
16019,2021,3,10459,1508,1508,1508,1508,1508
16020,2021,3,10460,2479,2479,2479,2479,2479
16021,2021,3,10461,1517,1517,1517,1517,1517
16022,2021,3,10462,2474,2474,2474,2474,2474
16023,2021,3,10463,2006,2006,2006,2006,2006
16024,2021,3,10464,186,186,186,186,186
16025,2021,3,10465,1312,1312,1312,1312,1312
16026,2021,3,10466,1932,1932,1932,1932,1932
16027,2021,3,10467,3033,3033,3033,3033,3033
16028,2021,3,10468,3279,3279,3279,3279,3279
16029,2021,3,10469,1699,1699,1699,1699,1699
16030,2021,3,10470,544,544,544,544,544
16031,2021,3,10471,551,551,551,551,551
16032,2021,3,10472,2425,2425,2425,2425,2425
16033,2021,3,10473,1442,1442,1442,1442,1442
16034,2021,3,10474,516,516,516,516,516
16035,2021,3,10475,348,348,348,348,348
16036,2021,3,11001,54,54,54,54,54
16037,2021,3,11004,237,237,237,237,237
16038,2021,3,11005,1,1,1,1,1
16039,2021,3,11040,40,40,40,40,40
16040,2021,3,11101,1500,1500,1500,1500,1500
16041,2021,3,11102,1119,1119,1119,1119,1119
16042,2021,3,11103,1235,1235,1235,1235,1235
16043,2021,3,11104,679,679,679,679,679
16044,2021,3,11105,1369,1369,1369,1369,1369
16045,2021,3,11106,1007,1007,1007,1007,1007
16046,2021,3,11109,47,47,47,47,47
16047,2021,3,11201,1842,1842,1842,1842,1842
16048,2021,3,11203,2241,2241,2241,2241,2241
16049,2021,3,11204,1839,1839,1839,1839,1839
16050,2021,3,11205,1397,1397,1397,1397,1397
16051,2021,3,11206,2084,2084,2084,2084,2084
16052,2021,3,11207,3181,3181,3181,3181,3181
16053,2021,3,11208,2829,2829,2829,2829,2829
16054,2021,3,11209,2245,2245,2245,2245,2245
16055,2021,3,11210,1891,1891,1891,1891,1891
16056,2021,3,11211,2318,2318,2318,2318,2318
16057,2021,3,11212,2107,2107,2107,2107,2107
16058,2021,3,11213,2308,2308,2308,2308,2308
16059,2021,3,11214,1967,1967,1967,1967,1967
16060,2021,3,11215,2378,2378,2378,2378,2378
16061,2021,3,11216,2486,2486,2486,2486,2486
16062,2021,3,11217,1433,1433,1433,1433,1433
16063,2021,3,11218,2101,2101,2101,2101,2101
16064,2021,3,11219,1743,1743,1743,1743,1743
16065,2021,3,11220,2093,2093,2093,2093,2093
16066,2021,3,11221,2927,2927,2927,2927,2927
16067,2021,3,11222,1579,1579,1579,1579,1579
16068,2021,3,11223,1718,1718,1718,1718,1718
16069,2021,3,11224,535,535,535,535,535
16070,2021,3,11225,2281,2281,2281,2281,2281
16071,2021,3,11226,4115,4115,4115,4115,4115
16072,2021,3,11228,1136,1136,1136,1136,1136
16073,2021,3,11229,1770,1770,1770,1770,1770
16074,2021,3,11230,2359,2359,2359,2359,2359
16075,2021,3,11231,1189,1189,1189,1189,1189
16076,2021,3,11232,930,930,930,930,930
16077,2021,3,11233,2487,2487,2487,2487,2487
16078,2021,3,11234,2469,2469,2469,2469,2469
16079,2021,3,11235,1677,1677,1677,1677,1677
16080,2021,3,11236,2203,2203,2203,2203,2203
16081,2021,3,11237,1707,1707,1707,1707,1707
16082,2021,3,11238,2328,2328,2328,2328,2328
16083,2021,3,11239,363,363,363,363,363
16084,2021,3,11241,4,4,4,4,4
16085,2021,3,11242,1,1,1,1,1
16086,2021,3,11249,897,897,897,897,897
16087,2021,3,11251,1,1,1,1,1
16088,2021,3,11354,908,908,908,908,908
16089,2021,3,11355,1353,1353,1353,1353,1353
16090,2021,3,11356,802,802,802,802,802
16091,2021,3,11357,1126,1126,1126,1126,1126
16092,2021,3,11358,954,954,954,954,954
16093,2021,3,11359,1,1,1,1,1
16094,2021,3,11360,338,338,338,338,338
16095,2021,3,11361,838,838,838,838,838
16096,2021,3,11362,340,340,340,340,340
16097,2021,3,11363,263,263,263,263,263
16098,2021,3,11364,660,660,660,660,660
16099,2021,3,11365,1024,1024,1024,1024,1024
16100,2021,3,11366,1038,1038,1038,1038,1038
16101,2021,3,11367,862,862,862,862,862
16102,2021,3,11368,2129,2129,2129,2129,2129
16103,2021,3,11369,745,745,745,745,745
16104,2021,3,11370,512,512,512,512,512
16105,2021,3,11372,1271,1271,1271,1271,1271
16106,2021,3,11373,1611,1611,1611,1611,1611
16107,2021,3,11374,1297,1297,1297,1297,1297
16108,2021,3,11375,1168,1168,1168,1168,1168
16109,2021,3,11377,1910,1910,1910,1910,1910
16110,2021,3,11378,1429,1429,1429,1429,1429
16111,2021,3,11379,1292,1292,1292,1292,1292
16112,2021,3,11385,3722,3722,3722,3722,3722
16113,2021,3,11411,486,486,486,486,486
16114,2021,3,11412,974,974,974,974,974
16115,2021,3,11413,1059,1059,1059,1059,1059
16116,2021,3,11414,795,795,795,795,795
16117,2021,3,11415,405,405,405,405,405
16118,2021,3,11416,834,834,834,834,834
16119,2021,3,11417,1038,1038,1038,1038,1038
16120,2021,3,11418,1065,1065,1065,1065,1065
16121,2021,3,11419,1650,1650,1650,1650,1650
16122,2021,3,11420,1448,1448,1448,1448,1448
16123,2021,3,11421,1309,1309,1309,1309,1309
16124,2021,3,11422,690,690,690,690,690
16125,2021,3,11423,693,693,693,693,693
16126,2021,3,11426,382,382,382,382,382
16127,2021,3,11427,463,463,463,463,463
16128,2021,3,11428,423,423,423,423,423
16129,2021,3,11429,624,624,624,624,624
16130,2021,3,11430,70,70,70,70,70
16131,2021,3,11432,1457,1457,1457,1457,1457
16132,2021,3,11433,1183,1183,1183,1183,1183
16133,2021,3,11434,1512,1512,1512,1512,1512
16134,2021,3,11435,1319,1319,1319,1319,1319
16135,2021,3,11436,661,661,661,661,661
16136,2021,3,11691,1244,1244,1244,1244,1244
16137,2021,3,11692,464,464,464,464,464
16138,2021,3,11693,410,410,410,410,410
16139,2021,3,11694,679,679,679,679,679
16140,2021,3,11695,1,1,1,1,1
16141,2021,3,11697,9,9,9,9,9
16142,2021,3,12345,5,5,5,5,5
16143,2021,3,83,1,1,1,1,1
16144,2021,3,nan,5,5,5,5,5
16145,2021,4,10000,13,13,13,13,13
16146,2021,4,10001,985,985,985,985,985
16147,2021,4,10002,2036,2036,2036,2036,2036
16148,2021,4,10003,1793,1793,1793,1793,1793
16149,2021,4,10004,174,174,174,174,174
16150,2021,4,10005,158,158,158,158,158
16151,2021,4,10006,87,87,87,87,87
16152,2021,4,10007,211,211,211,211,211
16153,2021,4,10009,1695,1695,1695,1695,1695
16154,2021,4,10010,608,608,608,608,608
16155,2021,4,10011,1599,1599,1599,1599,1599
16156,2021,4,10012,955,955,955,955,955
16157,2021,4,10013,817,817,817,817,817
16158,2021,4,10014,1425,1425,1425,1425,1425
16159,2021,4,10016,1423,1423,1423,1423,1423
16160,2021,4,10017,372,372,372,372,372
16161,2021,4,10018,402,402,402,402,402
16162,2021,4,10019,1299,1299,1299,1299,1299
16163,2021,4,10020,18,18,18,18,18
16164,2021,4,10021,538,538,538,538,538
16165,2021,4,10022,805,805,805,805,805
16166,2021,4,10023,1431,1431,1431,1431,1431
16167,2021,4,10024,1264,1264,1264,1264,1264
16168,2021,4,10025,2046,2046,2046,2046,2046
16169,2021,4,10026,1675,1675,1675,1675,1675
16170,2021,4,10027,1907,1907,1907,1907,1907
16171,2021,4,10028,983,983,983,983,983
16172,2021,4,10029,1614,1614,1614,1614,1614
16173,2021,4,10030,1089,1089,1089,1089,1089
16174,2021,4,10031,2534,2534,2534,2534,2534
16175,2021,4,10032,2048,2048,2048,2048,2048
16176,2021,4,10033,1898,1898,1898,1898,1898
16177,2021,4,10034,2551,2551,2551,2551,2551
16178,2021,4,10035,945,945,945,945,945
16179,2021,4,10036,843,843,843,843,843
16180,2021,4,10037,688,688,688,688,688
16181,2021,4,10038,399,399,399,399,399
16182,2021,4,10039,958,958,958,958,958
16183,2021,4,10040,1979,1979,1979,1979,1979
16184,2021,4,10041,2,2,2,2,2
16185,2021,4,10044,28,28,28,28,28
16186,2021,4,10048,1,1,1,1,1
16187,2021,4,10055,1,1,1,1,1
16188,2021,4,10065,488,488,488,488,488
16189,2021,4,10069,47,47,47,47,47
16190,2021,4,10075,325,325,325,325,325
16191,2021,4,10103,9,9,9,9,9
16192,2021,4,10105,2,2,2,2,2
16193,2021,4,10106,2,2,2,2,2
16194,2021,4,10107,1,1,1,1,1
16195,2021,4,10112,2,2,2,2,2
16196,2021,4,10115,1,1,1,1,1
16197,2021,4,10118,4,4,4,4,4
16198,2021,4,10119,2,2,2,2,2
16199,2021,4,10120,2,2,2,2,2
16200,2021,4,10121,9,9,9,9,9
16201,2021,4,10122,1,1,1,1,1
